seqnames	start	end	width	strand	Protein.product	Protein.name	GenBank.Accn	RefSeq.Accn	CLR	alpha	CLR_window_size	highest_CLR	species
Supercontig_2.5	1281358	1281954	597	+	EEH07502.1	mitochondrial import inner membrane translocase subunit tim9	GG663367.1	na	1.812162	0.1136324	2225	1.48003	histoplasmaG186ar
Supercontig_2.5	1286481	1287163	683	+	EEH07504.1	glutathione-dependent formaldehyde dehydrogenase	GG663367.1	na	2.403997	1.194349	2224	1.48003	histoplasmaG186ar
Supercontig_2.5	1577922	1578535	614	-	EEH07610.1	acetyl coenzyme A transporter	GG663367.1	na	2.734159	0.05765404	2224	1.48003	histoplasmaG186ar
Supercontig_2.5	1583626	1585014	1389	+	EEH07611.1	urease accessory protein UreD	GG663367.1	na	9.233405	0.003764496	2225	1.48003	histoplasmaG186ar
Supercontig_2.5	1670575	1671952	1378	+	EEH07644.1	thiamine-phosphate pyrophosphorylase	GG663367.1	na	1.987983	0.9683574	2224	1.48003	histoplasmaG186ar
Supercontig_2.5	1692475	1693630	1156	-	EEH07653.1	Cwf15/Cwc15 cell cycle control family protein	GG663367.1	na	1.774696	0.741	2224	1.48003	histoplasmaG186ar
Supercontig_2.5	1693887	1694194	308	+	EEH07654.1	exosome complex exonuclease RRP45	GG663367.1	na	1.774696	0.741	2224	1.48003	histoplasmaG186ar
Supercontig_2.5	1728970	1729781	812	+	EEH07662.1	hypothetical protein HCBG_04541	GG663367.1	na	11.53054	0.03815565	2224	1.48003	histoplasmaG186ar
Supercontig_2.5	1729782	1731390	1609	+	EEH07662.1	hypothetical protein HCBG_04541	GG663367.1	na	3.368311	0.6826687	2225	1.48003	histoplasmaG186ar
Supercontig_2.5	1756472	1757036	565	-	EEH07673.1	isochorismatase hydrolase	GG663367.1	na	1.525932	0.9029642	2224	1.48003	histoplasmaG186ar
Supercontig_2.5	1757766	1758696	931	+	EEH07674.1	nuclear distribution protein NudE	GG663367.1	na	1.525932	0.9029642	2224	1.48003	histoplasmaG186ar
Supercontig_2.5	1763145	1765369	2225	+	EEH07675.1	acetyl-CoA carboxylase	GG663367.1	na	4.627534	0.1462291	2224	1.48003	histoplasmaG186ar
Supercontig_2.5	1852816	1854337	1522	-	EEH07705.1	polyadenylation factor subunit 2	GG663367.1	na	1.895374	0.2005208	2224	1.48003	histoplasmaG186ar
Supercontig_2.5	1876580	1877275	696	-	EEH07715.1	U3 small nucleolar ribonucleoprotein IMP3	GG663367.1	na	3.606325	0.06430535	2225	1.48003	histoplasmaG186ar
Supercontig_2.5	1933346	1933962	617	-	EEH07737.1	hypothetical protein HCBG_04616	GG663367.1	na	2.601353	0.176597	2224	1.48003	histoplasmaG186ar
Supercontig_2.5	2061189	2061566	378	-	EEH07766.1	AMP dependent synthetase and ligase	GG663367.1	na	2.627175	1.482	2224	1.48003	histoplasmaG186ar
Supercontig_2.6	1038628	1038927	300	+	EEH06845.1	hypothetical protein HCBG_05065	GG663368.1	na	68.66897	0.001290338	1765	9.78660600000002	histoplasmaG186ar
Supercontig_2.6	1391468	1391559	92	+	EEH06962.1	FAD-binding domain-containing protein	GG663368.1	na	117.737	0.0001033318	1766	9.78660600000002	histoplasmaG186ar
Supercontig_2.6	1391558	1393199	1642	+	EEH06962.1	FAD-binding domain-containing protein	GG663368.1	na	106.8888	0.0001054454	1765	9.78660600000002	histoplasmaG186ar
Supercontig_2.6	1404315	1405655	1341	-	EEH06969.1	mitochondrial chaperone BCS1	GG663368.1	na	58.52495	0.0001721878	1765	9.78660600000002	histoplasmaG186ar
Supercontig_2.6	1409678	1410183	506	-	EEH06971.1	hypothetical protein HCBG_05191	GG663368.1	na	56.01379	0.0002032202	1766	9.78660600000002	histoplasmaG186ar
Supercontig_2.7	3135	3421	287	-	EEH05968.1	imidazole glycerol phosphate synthase hisHF	GG663369.1	na	14.17915	0.004301338	1499	2.0763018	histoplasmaG186ar
Supercontig_2.7	15408	16894	1487	+	EEH05974.1	rft domain-containing protein	GG663369.1	na	2.155126	0.696516	1498	2.0763018	histoplasmaG186ar
Supercontig_2.7	55869	57368	1500	+	EEH05987.1	exportin KapK	GG663369.1	na	2.155153	208.9548	1499	2.0763018	histoplasmaG186ar
Supercontig_2.7	229698	231196	1499	+	EEH06049.1	eukaryotic ribosome biogenesis protein	GG663369.1	na	2.076597	0.1096088	1498	2.0763018	histoplasmaG186ar
Supercontig_2.7	273156	273380	225	-	EEH06068.1	50S ribosomal protein L17	GG663369.1	na	2.155153	208.9548	1499	2.0763018	histoplasmaG186ar
Supercontig_2.7	319610	321109	1500	-	EEH06084.1	5-aminolevulinic acid synthase HemA	GG663369.1	na	2.129568	0.1899589	1499	2.0763018	histoplasmaG186ar
Supercontig_2.7	564974	565368	395	+	EEH06160.1	DUF89 domain-containing protein	GG663369.1	na	2.496965	0.18525	1498	2.0763018	histoplasmaG186ar
Supercontig_2.7	710461	710727	267	-	EEH06211.1	hypothetical protein HCBG_05527	GG663369.1	na	4.04646	0.001395856	1499	2.0763018	histoplasmaG186ar
Supercontig_2.7	714457	715070	614	-	EEH06212.1	hypothetical protein HCBG_05528	GG663369.1	na	2.407149	0.02033634	1499	2.0763018	histoplasmaG186ar
Supercontig_2.7	808367	809630	1264	-	EEH06248.1	adrenoleukodystrophy protein	GG663369.1	na	2.755289	1.482	1499	2.0763018	histoplasmaG186ar
Supercontig_2.7	1021758	1022420	663	-	EEH06317.1	glucokinase glkA	GG663369.1	na	3.478552	0.08118501	1498	2.0763018	histoplasmaG186ar
Supercontig_2.7	1026663	1026917	255	-	EEH06319.1	C2HC5 zinc finger domain-containing protein	GG663369.1	na	4.537524	0.01784381	1499	2.0763018	histoplasmaG186ar
Supercontig_2.7	1026916	1028219	1304	-	EEH06319.1	C2HC5 zinc finger domain-containing protein	GG663369.1	na	2.473519	0.2823616	1498	2.0763018	histoplasmaG186ar
Supercontig_2.7	1053201	1053889	689	+	EEH06328.1	intramembrane protease	GG663369.1	na	3.271982	0.04162771	1498	2.0763018	histoplasmaG186ar
Supercontig_2.7	1078923	1079364	442	+	EEH06338.1	MADS box transcription factor Mcm1	GG663369.1	na	36.99369	0.01155694	1498	2.0763018	histoplasmaG186ar
Supercontig_2.7	1102134	1103342	1209	+	EEH06345.1	DEAD-box type RNA helicase	GG663369.1	na	2.436055	0.06468304	1499	2.0763018	histoplasmaG186ar
Supercontig_2.7	1104840	1106339	1500	+	EEH06345.1	DEAD-box type RNA helicase	GG663369.1	na	2.180022	0.04801203	1499	2.0763018	histoplasmaG186ar
Supercontig_2.7	1117558	1118326	769	-	EEH06348.1	dihydroorotase	GG663369.1	na	2.085455	0.09084992	1498	2.0763018	histoplasmaG186ar
Supercontig_2.7	1251381	1251695	315	+	EEH06401.1	riboflavin aldehyde-forming enzyme	GG663369.1	na	5.983098	0.00914957	1498	2.0763018	histoplasmaG186ar
Supercontig_2.7	1253195	1254675	1481	-	EEH06402.1	molybdenum cofactor biosynthetic protein	GG663369.1	na	2.122096	0.478429	1499	2.0763018	histoplasmaG186ar
Supercontig_2.7	1283165	1284663	1499	-	EEH06411.1	cytochrome c1	GG663369.1	na	2.079297	0.3682704	1498	2.0763018	histoplasmaG186ar
Supercontig_2.8	64279	64446	168	-	EEH05546.1	histone deacetylase hda1	GG663370.1	na	3.118993	0.4221549	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	76213	76376	164	-	EEH05548.1	inorganic phosphate transporter PHO88	GG663370.1	na	2.347552	0.1540154	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	382540	383866	1327	+	EEH05658.1	hypothetical protein HCBG_05922	GG663370.1	na	1.93972	0.5971744	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	395148	395793	646	-	EEH05662.1	deuterolysin metalloprotease	GG663370.1	na	4.132158	0.1988461	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	555268	556165	898	-	EEH05715.1	ATP-dependent helicase RIS1	GG663370.1	na	1.165583	0.19831	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	580023	580992	970	+	EEH05725.1	3-methyl-2-oxobutanoate hydroxymethyltransferase	GG663370.1	na	1.193911	55.34959	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	590626	591479	854	-	EEH05731.1	hypothetical protein HCBG_05995	GG663370.1	na	12.8494	0.002847346	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	652919	653458	540	-	EEH05755.1	pheromone-regulated membrane protein	GG663370.1	na	2.993078	0.02265263	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	690030	690089	60	-	EEH05765.1	calpain-9	GG663370.1	na	1.574915	0.6404221	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	716482	716537	56	-	EEH05776.1	transfer RNA-Trp synthetase	GG663370.1	na	3.890942	0.3388339	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	717863	718494	632	-	EEH05776.1	transfer RNA-Trp synthetase	GG663370.1	na	1.846934	0.2002095	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	749672	750690	1019	-	EEH05788.1	DNA lyase	GG663370.1	na	1.672052	90.29642	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	811966	813292	1327	+	EEH05806.1	drug resistance transporter	GG663370.1	na	4.423796	0.002366302	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	813291	813477	187	+	EEH05806.1	drug resistance transporter	GG663370.1	na	1.697296	0.006563242	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	819140	819816	677	-	EEH05810.1	hypothetical protein HCBG_06074	GG663370.1	na	7.19172	0.3712315	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	831388	831846	459	-	EEH05814.1	sphingolipid long chain base-responsive protein PIL1	GG663370.1	na	1.77978	0.300395	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	874949	875584	636	+	EEH05830.1	cytochrome P450 alkane hydroxylase	GG663370.1	na	1.241653	0.1900682	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	886732	887512	781	+	EEH05835.1	tyrosyl-tRNA synthetase	GG663370.1	na	2.157162	0.09933295	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	889067	890163	1097	-	EEH05836.1	DNA-directed RNA polymerase II polypeptide	GG663370.1	na	1.532832	0.2830826	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	951132	951429	298	+	EEH05857.1	NAD-binding Rossmann fold oxidoreductase	GG663370.1	na	5.397779	0.02671138	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	952021	952458	438	-	EEH05858.1	bifunctional tryptophan synthase TRPB	GG663370.1	na	5.397779	0.02671138	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	1014238	1014751	514	-	EEH05879.1	phosphatidylinositol 4-kinase	GG663370.1	na	6.549442	0.1657052	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	1039933	1040009	77	-	EEH05888.1	carboxylase:pyruvate/acetyl-CoA/propionyl-CoA	GG663370.1	na	1.421292	0.7321078	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	1040797	1041259	463	+	EEH05889.1	propionyl-CoA carboxylase	GG663370.1	na	1.421292	0.7321078	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	1057106	1057162	57	+	EEH05896.1	GTP binding protein Bms1	GG663370.1	na	1.053896	1.948441	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	1180424	1180880	457	-	EEH05927.1	hypothetical protein HCBG_06191	GG663370.1	na	3.487554	0.4871101	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	1181524	1181750	227	+	EEH05928.1	signal recognition particle 68	GG663370.1	na	3.487554	0.4871101	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	1189701	1190610	910	+	EEH05930.1	rhodanese domain-containing protein	GG663370.1	na	5.051468	0.1904181	1325	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	1232114	1232335	222	-	EEH05943.1	50S ribosomal protein YmL27	GG663370.1	na	1.903593	0.4977399	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	1232729	1233440	712	+	EEH05944.1	small nucleolar ribonucleoprotein complex subunit Utp14	GG663370.1	na	1.903593	0.4977399	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.8	1234765	1235979	1215	+	EEH05944.1	small nucleolar ribonucleoprotein complex subunit Utp14	GG663370.1	na	3.333572	0.4841788	1326	0.797739560000003	histoplasmaG186ar
Supercontig_2.9	14125	14894	770	+	EEH05114.1	DUF821 domain-containing protein	GG663371.1	na	13.89447	0.001177442	1246	1.5627112	histoplasmaG186ar
Supercontig_2.9	14894	15598	705	+	EEH05114.1	DUF821 domain-containing protein	GG663371.1	na	3.474532	0.001434318	1246	1.5627112	histoplasmaG186ar
Supercontig_2.9	268660	269118	459	-	EEH05199.1	SIN component scaffold protein Cdc11	GG663371.1	na	2.09514	0.07847225	1246	1.5627112	histoplasmaG186ar
Supercontig_2.9	305258	306505	1248	+	EEH05209.1	a-pheromone processing metallopeptidase Ste23	GG663371.1	na	1.818326	1.194349	1247	1.5627112	histoplasmaG186ar
Supercontig_2.9	310242	310654	413	+	EEH05210.1	cleavage and polyadenylation specific factor 5	GG663371.1	na	2.252117	0.6965159	1246	1.5627112	histoplasmaG186ar
Supercontig_2.9	665736	666654	919	+	EEH05326.1	60S ribosomal protein	GG663371.1	na	2.761113	0.1720394	1246	1.5627112	histoplasmaG186ar
Supercontig_2.9	697809	698572	764	+	EEH05336.1	hypothetical protein HCBG_06455	GG663371.1	na	2.351035	0.1981198	1246	1.5627112	histoplasmaG186ar
Supercontig_2.9	1047342	1047990	649	+	EEH05464.1	RNA-binding protein NOB1	GG663371.1	na	3.948072	0.02192607	1246	1.5627112	histoplasmaG186ar
Supercontig_2.9	1067077	1067929	853	+	EEH05472.1	oxidosqualene:lanosterol cyclase	GG663371.1	na	3.933999	16.86191	1246	1.5627112	histoplasmaG186ar
Supercontig_2.9	1177594	1178411	818	+	EEH05506.1	RNA-binding protein Snd1	GG663371.1	na	1.63572	0.1128706	1246	1.5627112	histoplasmaG186ar
Supercontig_2.9	1204739	1205010	272	+	EEH05515.1	ATP-dependent bile acid permease	GG663371.1	na	3.905383	0.3734791	1246	1.5627112	histoplasmaG186ar
Supercontig_2.10	11651	11802	152	+	EEH04699.1	sybindin family protein	GG663372.1	na	1.757587	0.03960077	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	84810	85975	1166	+	EEH04724.1	T-complex protein 1 subunit delta	GG663372.1	na	1.467219	0.2435551	1218	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	151734	151772	39	-	EEH04749.1	proteoglycan	GG663372.1	na	0.9646205	0.2121894	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	152990	153792	803	-	EEH04749.1	proteoglycan	GG663372.1	na	6.1296	0.2388698	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	234403	234626	224	+	EEH04777.1	streptomycin biosynthesis protein StrI	GG663372.1	na	1.023179	1.006127	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	281300	282144	845	-	EEH04794.1	fructose 1,6-biphosphate aldolase	GG663372.1	na	6.305755	0.03761915	1218	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	331678	332100	423	+	EEH04814.1	smad nuclear interacting protein	GG663372.1	na	3.093196	0.04649553	1218	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	389856	390585	730	+	EEH04833.1	eukaryotic translation initiation factor 3 subunit 6	GG663372.1	na	1.54828	2.089548	1218	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	440712	441761	1050	+	EEH04852.1	ATP-dependent rRNA helicase RRP3	GG663372.1	na	1.49563	0.05893033	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	449718	450289	572	+	EEH04856.1	trimethyllysine dioxygenase	GG663372.1	na	1.509117	0.2054885	1218	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	521908	522177	270	-	EEH04879.1	transcription initiation factor TFIID-2	GG663372.1	na	6.154349	0.0125861	1218	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	561168	562387	1220	-	EEH04892.1	tubulin-tyrosine ligase	GG663372.1	na	2.111621	0.789881	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	632086	632893	808	-	EEH04914.1	dolichol-phosphate mannose synthase	GG663372.1	na	1.53159	0.4179097	1218	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	757337	758556	1220	-	EEH04959.1	peptidase family M28 family	GG663372.1	na	0.9506497	0.06569374	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	808136	808512	377	+	EEH04977.1	GARP complex component	GG663372.1	na	1.958474	0.1044493	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	942540	943759	1220	-	EEH05023.1	PXA domain-containing protein	GG663372.1	na	6.626494	0.09972314	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	944977	945780	804	+	EEH05024.1	uridine nucleosidase	GG663372.1	na	1.957581	0.240316	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	969648	970563	916	+	EEH05034.1	hypothetical protein HCBG_06985	GG663372.1	na	1.006412	0.4481748	1218	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	982109	982749	641	+	EEH05038.1	ribosome biogenesis protein Kri1	GG663372.1	na	2.073588	0.2632937	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	1031486	1032680	1195	+	EEH05051.1	ketoreductase	GG663372.1	na	2.106296	0.1683105	1218	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	1051975	1052199	225	+	EEH05057.1	hypothetical protein HCBG_07008	GG663372.1	na	1.519164	0.696516	1218	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	1097817	1098501	685	+	EEH05069.1	DNA mismatch repair protein mutL	GG663372.1	na	1.978593	96.83575	1219	0.934201040000001	histoplasmaG186ar
Supercontig_2.10	1187446	1188607	1162	+	EEH05104.1	alpha-galactosidase	GG663372.1	na	2.470945	0.100525	1218	0.934201040000001	histoplasmaG186ar
Supercontig_2.11	787328	788281	954	+	EEH04634.1	phospholipase	GG663373.1	na	505.8929	3.667125e-05	1055	70.4308960000001	histoplasmaG186ar
Supercontig_2.11	788281	789336	1056	+	EEH04634.1	phospholipase	GG663373.1	na	561.9133	3.649796e-05	1055	70.4308960000001	histoplasmaG186ar
Supercontig_2.11	789336	790391	1056	+	EEH04634.1	phospholipase	GG663373.1	na	589.5812	3.64784e-05	1055	70.4308960000001	histoplasmaG186ar
Supercontig_2.11	790392	790582	191	+	EEH04634.1	phospholipase	GG663373.1	na	597.2689	3.681712e-05	1056	70.4308960000001	histoplasmaG186ar
Supercontig_2.11	791261	791448	188	+	EEH04635.1	hypothetical protein HCBG_07276	GG663373.1	na	597.2689	3.681712e-05	1056	70.4308960000001	histoplasmaG186ar
Supercontig_2.11	791447	791644	198	+	EEH04635.1	hypothetical protein HCBG_07276	GG663373.1	na	586.6397	3.694834e-05	1055	70.4308960000001	histoplasmaG186ar
Supercontig_2.12	10120	11085	966	-	EEH04113.1	ChAPs family protein	GG663374.1	na	1.193109	0.09852648	965	1.1668086	histoplasmaG186ar
Supercontig_2.12	266724	266827	104	-	EEH04193.1	hypothetical protein HCBG_07418	GG663374.1	na	2.799372	0.2595913	965	1.1668086	histoplasmaG186ar
Supercontig_2.12	297710	298676	967	-	EEH04202.1	50S ribosomal protein L30	GG663374.1	na	1.325725	0.09870861	966	1.1668086	histoplasmaG186ar
Supercontig_2.12	313403	314116	714	+	EEH04209.1	pinin/SDK/memA domain-containing protein	GG663374.1	na	2.141401	0.2985068	965	1.1668086	histoplasmaG186ar
Supercontig_2.12	329780	330342	563	+	EEH04214.1	scytalone dehydratase	GG663374.1	na	6.285469	0.002202925	965	1.1668086	histoplasmaG186ar
Supercontig_2.12	350788	351753	966	+	EEH04221.1	nucleus protein	GG663374.1	na	4.136689	22.30321	965	1.1668086	histoplasmaG186ar
Supercontig_2.12	383600	384565	966	+	EEH04232.1	postreplication repair E3 ubiquitin-protein ligase rad18	GG663374.1	na	1.550492	0.8824292	965	1.1668086	histoplasmaG186ar
Supercontig_2.12	446286	446329	44	-	EEH04253.1	hypothetical protein HCBG_07478	GG663374.1	na	7.993945	0.1635263	965	1.1668086	histoplasmaG186ar
Supercontig_2.12	800508	801473	966	-	EEH04373.1	RhoGAP and Fes/CIP4 domain-containing protein	GG663374.1	na	3.864645	0.4735889	965	1.1668086	histoplasmaG186ar
Supercontig_2.12	832498	833259	762	-	EEH04387.1	hypothetical protein HCBG_07612	GG663374.1	na	3.010356	0.06331962	965	1.1668086	histoplasmaG186ar
Supercontig_2.12	930671	930793	123	+	EEH04419.1	TBC1 domain family member 14	GG663374.1	na	1.940419	0.06914384	966	1.1668086	histoplasmaG186ar
Supercontig_2.14	152478	152999	522	-	EEH03575.1	40S ribosomal protein S27	GG663376.1	na	3.831074	0.1613929	915	2.037721	histoplasmaG186ar
Supercontig_2.14	310428	311343	916	-	EEH03628.1	iron transport multicopper oxidase FET3	GG663376.1	na	2.078129	1.038487	915	2.037721	histoplasmaG186ar
Supercontig_2.14	399316	400047	732	-	EEH03656.1	hypothetical protein HCBG_07782	GG663376.1	na	3.861209	0.2806623	915	2.037721	histoplasmaG186ar
Supercontig_2.14	703933	704848	916	+	EEH03772.1	Delta(24(24(1)))-sterol reductase	GG663376.1	na	3.584814	0.1753726	915	2.037721	histoplasmaG186ar
Supercontig_2.14	714914	715696	783	-	EEH03776.1	CAMK family protein kinase	GG663376.1	na	12.55469	0.02585468	915	2.037721	histoplasmaG186ar
Supercontig_2.15	453180	453731	552	+	EEH03444.1	hypothetical protein HCBG_08384	GG663377.1	na	2.941213	0.3163684	687	2.2372912	histoplasmaG186ar
Supercontig_2.15	496266	496286	21	-	EEH03459.1	catalase B	GG663377.1	na	4.483603	0.09440786	686	2.2372912	histoplasmaG186ar
Supercontig_2.15	561006	561493	488	-	EEH03484.1	NmrA-like family domain-containing protein	GG663377.1	na	4.300772	0.2473176	686	2.2372912	histoplasmaG186ar
Supercontig_2.15	576594	577280	687	-	EEH03490.1	6-phosphofructokinase beta subunit	GG663377.1	na	2.589929	63.65679	686	2.2372912	histoplasmaG186ar
Supercontig_2.15	608855	609542	688	+	EEH03499.1	NACHT and WD domain-containing protein	GG663377.1	na	5.660738	0.01114152	687	2.2372912	histoplasmaG186ar
Supercontig_2.15	609541	610227	687	+	EEH03499.1	NACHT and WD domain-containing protein	GG663377.1	na	3.366956	0.003996577	686	2.2372912	histoplasmaG186ar
Supercontig_2.15	610227	610913	687	+	EEH03499.1	NACHT and WD domain-containing protein	GG663377.1	na	2.47595	0.00244584	686	2.2372912	histoplasmaG186ar
Supercontig_2.15	619151	619401	251	+	EEH03501.1	activating signal cointegrator 1 complex subunit 3	GG663377.1	na	2.351633	0.07747397	687	2.2372912	histoplasmaG186ar
Supercontig_2.16	349661	350032	372	+	EEH03246.1	FluG domain-containing protein	GG663378.1	na	26.15247	0.002353174	531	19.605008	histoplasmaG186ar
Supercontig_2.17	11087	11526	440	+	EEH02990.1	homoaconitase	GG663379.1	na	1.904143	0.1866229	439	1.0938542	histoplasmaG186ar
Supercontig_2.17	40019	40086	68	-	EEH02998.1	cytokinesis protein SepA/Bni1	GG663379.1	na	1.618511	0.04962629	438	1.0938542	histoplasmaG186ar
Supercontig_2.17	43526	43964	439	+	EEH03002.1	formate dehydrogenase-III	GG663379.1	na	5.796909	0.1160036	438	1.0938542	histoplasmaG186ar
Supercontig_2.17	60184	60622	439	-	EEH03006.1	CaaX protease	GG663379.1	na	2.319734	0.1159066	438	1.0938542	histoplasmaG186ar
Supercontig_2.17	79963	80350	388	-	EEH03012.1	MBOAT family protein	GG663379.1	na	3.419182	0.0920428	439	1.0938542	histoplasmaG186ar
Supercontig_2.17	88240	88678	439	+	EEH03014.1	hypothetical protein HCBG_08654	GG663379.1	na	2.770664	0.02154848	438	1.0938542	histoplasmaG186ar
Supercontig_2.17	132077	132516	440	+	EEH03030.1	cardiolipin synthetase	GG663379.1	na	2.636881	0.08456631	439	1.0938542	histoplasmaG186ar
Supercontig_2.17	147483	147859	377	-	EEH03037.1	urease accessory protein UreF	GG663379.1	na	1.75794	0.6965162	439	1.0938542	histoplasmaG186ar
Supercontig_2.17	150488	150926	439	+	EEH03038.1	ABC1 protein	GG663379.1	na	1.874506	0.3682703	438	1.0938542	histoplasmaG186ar
Supercontig_2.17	208353	208791	439	-	EEH03060.1	hypercellular protein HypA	GG663379.1	na	1.319595	0.2485993	438	1.0938542	histoplasmaG186ar
Supercontig_2.17	217559	217998	440	+	EEH03062.1	para-aminobenzoate synthase PabaA	GG663379.1	na	2.475211	0.81186	439	1.0938542	histoplasmaG186ar
Supercontig_2.17	353015	353453	439	+	EEH03106.1	translation repressor	GG663379.1	na	1.918403	0.07840952	438	1.0938542	histoplasmaG186ar
Supercontig_2.18	107140	107484	345	-	EEH02909.1	hypothetical protein HCBG_08812	GG663380.1	na	2.640312	0.1067083	344	1.8037682	histoplasmaG186ar
Supercontig_2.18	108174	108519	346	-	EEH02909.1	hypothetical protein HCBG_08812	GG663380.1	na	2.099137	119.4348	345	1.8037682	histoplasmaG186ar
Supercontig_2.18	115065	115410	346	+	EEH02912.1	plasma membrane ATPase	GG663380.1	na	2.344842	0.5192433	345	1.8037682	histoplasmaG186ar
Supercontig_2.18	119199	119543	345	+	EEH02913.1	clock-controlled gene-9 protein	GG663380.1	na	2.455029	0.07599999	344	1.8037682	histoplasmaG186ar
Supercontig_2.18	181040	181218	179	+	EEH02933.1	long-chain-fatty-acid-CoA ligase	GG663380.1	na	6.57573	0.01944798	345	1.8037682	histoplasmaG186ar
Supercontig_2.18	201545	201889	345	+	EEH02941.1	ATP synthase subunit beta	GG663380.1	na	3.552014	0.4235425	344	1.8037682	histoplasmaG186ar
Supercontig_2.18	324548	324893	346	-	EEH02983.1	ferro-O2-oxidoreductase	GG663380.1	na	1.826788	0.0007323713	345	1.8037682	histoplasmaG186ar
Supercontig_2.18	324892	325236	345	-	EEH02983.1	ferro-O2-oxidoreductase	GG663380.1	na	2.887025	0.0006494908	344	1.8037682	histoplasmaG186ar
Supercontig_2.18	325237	325582	346	-	EEH02983.1	ferro-O2-oxidoreductase	GG663380.1	na	4.784938	0.0005842793	345	1.8037682	histoplasmaG186ar
Supercontig_2.18	325582	325927	346	-	EEH02983.1	ferro-O2-oxidoreductase	GG663380.1	na	7.417541	0.0005512757	345	1.8037682	histoplasmaG186ar
Supercontig_2.18	325926	326233	308	-	EEH02983.1	ferro-O2-oxidoreductase	GG663380.1	na	10.13463	0.0005283374	344	1.8037682	histoplasmaG186ar
Supercontig_2.18	327271	327305	35	+	EEH02984.1	plasma membrane iron permease	GG663380.1	na	20.94361	0.0004732122	345	1.8037682	histoplasmaG186ar
Supercontig_2.18	327304	327648	345	+	EEH02984.1	plasma membrane iron permease	GG663380.1	na	24.7536	0.0004782622	344	1.8037682	histoplasmaG186ar
Supercontig_2.18	327649	327994	346	+	EEH02984.1	plasma membrane iron permease	GG663380.1	na	28.07662	0.0004840931	345	1.8037682	histoplasmaG186ar
Supercontig_2.18	327993	328337	345	+	EEH02984.1	plasma membrane iron permease	GG663380.1	na	28.89963	0.0005167873	344	1.8037682	histoplasmaG186ar
Supercontig_2.18	328338	328401	64	+	EEH02984.1	plasma membrane iron permease	GG663380.1	na	24.53135	0.0005609526	345	1.8037682	histoplasmaG186ar
Supercontig_2.19	16225	16502	278	+	EEH02788.1	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	GG663381.1	na	1.635975	0.2544653	277	1.367314	histoplasmaG186ar
