seqnames	start	end	width	strand	Protein.product	Protein.name	GenBank.Accn	RefSeq.Accn	CLR	alpha	CLR_window_size	highest_CLR	species
Supercontig_3.3	753114	753995	882	+	XP_012048139.1	dihydroorotate dehydrogenase (fumarate)	CP003822.1	NC_026747.1	2.195531	0.03783247	1574	1.8874398	Neoformans
Supercontig_3.3	757835	758256	422	-	XP_012048137.1	mitochondrial chaperone BCS1	CP003822.1	NC_026747.1	2.633428	0.01079471	1574	1.8874398	Neoformans
Supercontig_3.3	758595	759234	640	+	XP_012047898.1	hypothetical protein CNAG_02791	CP003822.1	NC_026747.1	2.633428	0.01079471	1574	1.8874398	Neoformans
Supercontig_3.3	764131	764383	253	-	XP_012048135.1	nitrogen permease regulator 2	CP003822.1	NC_026747.1	3.882423	0.02228305	1574	1.8874398	Neoformans
Supercontig_3.3	764829	765705	877	+	XP_012048134.1	hypothetical protein CNAG_02788	CP003822.1	NC_026747.1	3.882423	0.02228305	1574	1.8874398	Neoformans
Supercontig_3.3	773574	774819	1246	-	XP_012047899.1	methyltransferase	CP003822.1	NC_026747.1	2.136311	0.04606401	1574	1.8874398	Neoformans
Supercontig_3.3	858560	859574	1015	-	XP_012047913.1	hypothetical protein CNAG_02745	CP003822.1	NC_026747.1	3.033421	0.004914438	1573	1.8874398	Neoformans
Supercontig_3.3	866430	866936	507	-	XP_012047915.1	hypothetical protein CNAG_02742	CP003822.1	NC_026747.1	3.900314	0.07700771	1574	1.8874398	Neoformans
Supercontig_3.3	867017	868004	988	+	XP_012048101.1	mitochondrial intermediate peptidase 1	CP003822.1	NC_026747.1	3.900314	0.07700771	1574	1.8874398	Neoformans
Supercontig_3.3	874299	874660	362	+	XP_012048098.1	hypothetical protein CNAG_02738	CP003822.1	NC_026747.1	2.150488	0.008868212	1574	1.8874398	Neoformans
Supercontig_3.3	875044	875339	296	+	XP_012048097.1	hypothetical protein CNAG_02737	CP003822.1	NC_026747.1	2.150488	0.008868212	1574	1.8874398	Neoformans
Supercontig_3.3	875733	875873	141	-	XP_012048096.1	T-complex protein 1 subunit theta	CP003822.1	NC_026747.1	2.150488	0.008868212	1574	1.8874398	Neoformans
Supercontig_3.3	880601	882168	1568	+	XP_012048094.1	monosaccharide transporter	CP003822.1	NC_026747.1	1.930905	0.1611807	1574	1.8874398	Neoformans
Supercontig_3.3	886889	887280	392	-	XP_012047917.1	AMP deaminase	CP003822.1	NC_026747.1	2.407969	0.01812241	1573	1.8874398	Neoformans
Supercontig_3.3	887541	888462	922	+	XP_012048093.1	sorting nexin-41	CP003822.1	NC_026747.1	2.407969	0.01812241	1573	1.8874398	Neoformans
Supercontig_3.3	954564	955693	1130	-	XP_012047931.1	hypothetical protein CNAG_02705	CP003822.1	NC_026747.1	3.05353	0.0865266	1574	1.8874398	Neoformans
Supercontig_3.3	958088	958410	323	+	XP_012048383.1	hypothetical protein CNAG_07525	CP003822.1	NC_026747.1	4.547132	0.00488119	1574	1.8874398	Neoformans
Supercontig_3.3	1074175	1074865	691	+	XP_012047951.1	hypothetical protein CNAG_02667	CP003822.1	NC_026747.1	2.742245	0.02722553	1574	1.8874398	Neoformans
Supercontig_3.3	1075288	1075749	462	+	XP_012047952.1	hypothetical protein CNAG_02666	CP003822.1	NC_026747.1	2.742245	0.02722553	1574	1.8874398	Neoformans
Supercontig_3.3	1110373	1111128	756	-	XP_012048050.1	hypothetical protein CNAG_02655	CP003822.1	NC_026747.1	4.165202	0.04431372	1574	1.8874398	Neoformans
Supercontig_3.3	1111497	1111947	451	-	XP_012048049.1	DNA polymerase epsilon catalytic subunit A	CP003822.1	NC_026747.1	4.165202	0.04431372	1574	1.8874398	Neoformans
Supercontig_3.3	1133981	1134299	319	-	XP_012047956.1	hypothetical protein CNAG_07534	CP003822.1	NC_026747.1	2.414456	0.03297669	1574	1.8874398	Neoformans
Supercontig_3.3	1135491	1135555	65	-	XP_012048393.1	DNA-directed RNA polymerase I subunit RPA43	CP003822.1	NC_026747.1	2.414456	0.03297669	1574	1.8874398	Neoformans
Supercontig_3.3	1201655	1202197	543	+	XP_012048406.1	hypothetical protein CNAG_07556	CP003822.1	NC_026747.1	2.030227	0.02017919	1573	1.8874398	Neoformans
Supercontig_3.3	1263035	1264609	1575	-	XP_012047976.1	chitinase	CP003822.1	NC_026747.1	2.184265	0.02379367	1574	1.8874398	Neoformans
Supercontig_3.3	1269576	1270904	1329	+	XP_012047978.1	hypothetical protein CNAG_02595	CP003822.1	NC_026747.1	4.73991	0.034548	1574	1.8874398	Neoformans
Supercontig_3.3	1270904	1271694	791	+	XP_012047978.1	hypothetical protein CNAG_02595	CP003822.1	NC_026747.1	6.4567	0.01399427	1574	1.8874398	Neoformans
Supercontig_3.3	1351585	1352743	1159	+	XP_012048022.1	hepatocyte nuclear factor	CP003822.1	NC_026747.1	2.820469	0.01819254	1574	1.8874398	Neoformans
Supercontig_3.3	1414128	1414527	400	+	XP_012048419.1	hypothetical protein CNAG_07576	CP003822.1	NC_026747.1	2.796306	0.1146142	1573	1.8874398	Neoformans
Supercontig_3.3	1414955	1415412	458	+	XP_012048420.1	hypothetical protein CNAG_07577	CP003822.1	NC_026747.1	2.796306	0.1146142	1573	1.8874398	Neoformans
Supercontig_3.3	1464485	1465181	697	+	XP_012048001.1	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase	CP003822.1	NC_026747.1	14.72358	0.004681973	1574	1.8874398	Neoformans
Supercontig_3.3	1488092	1488983	892	-	XP_012048341.1	pyridoxal biosynthesis lyase pdxS	CP003822.1	NC_026747.1	3.02777	0.004434999	1573	1.8874398	Neoformans
Supercontig_3.3	1490169	1491240	1072	-	XP_012048342.1	ABC transporter family protein	CP003822.1	NC_026747.1	7.476605	0.03335562	1574	1.8874398	Neoformans
Supercontig_3.3	1503465	1503831	367	+	XP_012048346.1	hypothetical protein CNAG_06915	CP003822.1	NC_026747.1	4.534349	0.01504535	1574	1.8874398	Neoformans
Supercontig_3.3	1508970	1509892	923	+	XP_012048348.1	thiol-specific antioxidant protein 3	CP003822.1	NC_026747.1	2.340098	0.03349956	1574	1.8874398	Neoformans
Supercontig_3.3	1510782	1511700	919	+	XP_012048009.1	hypothetical protein CNAG_06918	CP003822.1	NC_026747.1	2.360651	0.1867396	1574	1.8874398	Neoformans
Supercontig_3.3	1519569	1521143	1575	-	XP_012048010.1	hypothetical protein CNAG_06921	CP003822.1	NC_026747.1	1.958174	0.0269334	1574	1.8874398	Neoformans
Supercontig_3.3	1544750	1546324	1575	-	XP_012048013.1	hypothetical protein CNAG_06928	CP003822.1	NC_026747.1	3.766215	0.1730811	1574	1.8874398	Neoformans
Supercontig_3.3	1558846	1558915	70	-	XP_012048016.1	hypothetical protein CNAG_07583	CP003822.1	NC_026747.1	5.910742	0.006756181	1574	1.8874398	Neoformans
Supercontig_3.3	1558915	1560489	1575	-	XP_012048016.1	hypothetical protein CNAG_07583	CP003822.1	NC_026747.1	4.34577	0.001702162	1574	1.8874398	Neoformans
Supercontig_3.3	1562223	1563635	1413	-	XP_012048361.1	hexose transporter protein, variant 1	CP003822.1	NC_026747.1	6.806161	0.006420008	1573	1.8874398	Neoformans
Supercontig_3.3	1563636	1564413	778	-	XP_012048361.1	hexose transporter protein, variant 1	CP003822.1	NC_026747.1	3.228485	0.0009653389	1574	1.8874398	Neoformans
Supercontig_3.3	1562223	1563635	1413	-	XP_012048359.1	hexose transporter protein, variant 2	CP003822.1	NC_026747.1	6.806161	0.006420008	1573	1.8874398	Neoformans
Supercontig_3.3	1563636	1564413	778	-	XP_012048359.1	hexose transporter protein, variant 2	CP003822.1	NC_026747.1	3.228485	0.0009653389	1574	1.8874398	Neoformans
Supercontig_3.3	1562223	1563635	1413	-	XP_012048360.1	hexose transporter protein, variant 3	CP003822.1	NC_026747.1	6.806161	0.006420008	1573	1.8874398	Neoformans
Supercontig_3.3	1563636	1564413	778	-	XP_012048360.1	hexose transporter protein, variant 3	CP003822.1	NC_026747.1	3.228485	0.0009653389	1574	1.8874398	Neoformans
Supercontig_3.3	1562223	1563635	1413	-	XP_012048017.1	hexose transporter protein	CP003822.1	NC_026747.1	6.806161	0.006420008	1573	1.8874398	Neoformans
Supercontig_3.3	1563636	1564413	778	-	XP_012048017.1	hexose transporter protein	CP003822.1	NC_026747.1	3.228485	0.0009653389	1574	1.8874398	Neoformans
Supercontig_3.3	1572562	1573078	517	+	XP_012048423.1	hypothetical protein CNAG_07584	CP003822.1	NC_026747.1	2.468387	0.002466999	1573	1.8874398	Neoformans
Supercontig_3.3	1573079	1573464	386	+	XP_012048423.1	hypothetical protein CNAG_07584	CP003822.1	NC_026747.1	3.184752	0.003648319	1574	1.8874398	Neoformans
Supercontig_3.4	5994	6264	271	-	XP_012048431.1	hypothetical protein CNAG_07793	CP003823.1	NC_026748.1	11.26412	0.0005735708	1083	1.840451	Neoformans
Supercontig_3.4	6264	7347	1084	-	XP_012048431.1	hypothetical protein CNAG_07793	CP003823.1	NC_026748.1	7.440888	0.0006669269	1083	1.840451	Neoformans
Supercontig_3.4	10120	10597	478	+	XP_012048432.1	hypothetical protein CNAG_04932	CP003823.1	NC_026748.1	3.343786	0.01220222	1083	1.840451	Neoformans
Supercontig_3.4	10597	11680	1084	+	XP_012048432.1	hypothetical protein CNAG_04932	CP003823.1	NC_026748.1	2.891129	0.04291357	1083	1.840451	Neoformans
Supercontig_3.4	11681	12222	542	+	XP_012048432.1	hypothetical protein CNAG_04932	CP003823.1	NC_026748.1	4.343297	0.02872295	1084	1.840451	Neoformans
Supercontig_3.4	13847	14865	1019	-	XP_012048600.1	hypothetical protein CNAG_04933	CP003823.1	NC_026748.1	20.6695	0.001766586	1083	1.840451	Neoformans
Supercontig_3.4	36004	36596	593	+	XP_012048437.1	hypothetical protein CNAG_07795	CP003823.1	NC_026748.1	4.074558	0.1495883	1083	1.840451	Neoformans
Supercontig_3.4	37680	38763	1084	+	XP_012048865.1	uroporphyrinogen-III C-methyltransferase	CP003823.1	NC_026748.1	2.658637	0.03412425	1083	1.840451	Neoformans
Supercontig_3.4	70179	71262	1084	+	XP_012048440.1	hypothetical protein CNAG_04954	CP003823.1	NC_026748.1	3.760803	0.00340042	1083	1.840451	Neoformans
Supercontig_3.4	77762	78845	1084	-	XP_012048621.1	ubiquitin fusion degradation protein 1	CP003823.1	NC_026748.1	2.109195	0.3293332	1083	1.840451	Neoformans
Supercontig_3.4	93774	94011	238	+	XP_012048624.1	hypothetical protein CNAG_04963	CP003823.1	NC_026748.1	2.74465	0.3902012	1083	1.840451	Neoformans
Supercontig_3.4	100061	100511	451	-	XP_012048446.1	ABC transporter	CP003823.1	NC_026748.1	2.31699	0.08538961	1083	1.840451	Neoformans
Supercontig_3.4	100512	101596	1085	-	XP_012048446.1	ABC transporter	CP003823.1	NC_026748.1	5.216123	0.01631031	1084	1.840451	Neoformans
Supercontig_3.4	102678	103761	1084	-	XP_012048446.1	ABC transporter	CP003823.1	NC_026748.1	2.146207	0.008537393	1083	1.840451	Neoformans
Supercontig_3.4	108095	108392	298	-	XP_012048447.1	hypothetical protein CNAG_04967	CP003823.1	NC_026748.1	1.906975	1.69417	1084	1.840451	Neoformans
Supercontig_3.4	120011	121094	1084	+	XP_012048448.1	hypothetical protein CNAG_04973	CP003823.1	NC_026748.1	2.30144	0.01992461	1083	1.840451	Neoformans
Supercontig_3.4	147223	148178	956	-	XP_012048639.1	pleiotropic drug resistance protein	CP003823.1	NC_026748.1	1.931376	0.06206079	1084	1.840451	Neoformans
Supercontig_3.4	148177	148932	756	-	XP_012048639.1	pleiotropic drug resistance protein	CP003823.1	NC_026748.1	2.039836	0.1867396	1083	1.840451	Neoformans
Supercontig_3.4	149237	149260	24	+	XP_012048640.1	nascent polypeptide-associated complex subunit alpha	CP003823.1	NC_026748.1	2.039836	0.1867396	1083	1.840451	Neoformans
Supercontig_3.4	150860	151428	569	-	XP_012048452.1	prefoldin subunit 1	CP003823.1	NC_026748.1	2.429917	0.008585025	1084	1.840451	Neoformans
Supercontig_3.4	167766	168759	994	+	XP_012048644.1	hypothetical protein CNAG_04991	CP003823.1	NC_026748.1	2.03623	0.3009882	1083	1.840451	Neoformans
Supercontig_3.4	176343	177426	1084	+	XP_012048454.1	hypothetical protein CNAG_04993	CP003823.1	NC_026748.1	2.022114	0.007851863	1083	1.840451	Neoformans
Supercontig_3.4	192592	193513	922	-	XP_012048650.1	hypothetical protein CNAG_05000	CP003823.1	NC_026748.1	2.848506	0.02669096	1083	1.840451	Neoformans
Supercontig_3.4	209925	211008	1084	+	XP_012048655.1	hypothetical protein CNAG_05006	CP003823.1	NC_026748.1	14.30497	0.01519983	1083	1.840451	Neoformans
Supercontig_3.4	239174	239801	628	-	XP_012048465.1	hypothetical protein CNAG_05018	CP003823.1	NC_026748.1	1.892055	0.01202741	1083	1.840451	Neoformans
Supercontig_3.4	240125	240257	133	+	XP_012048466.1	hypothetical protein CNAG_05019	CP003823.1	NC_026748.1	1.892055	0.01202741	1083	1.840451	Neoformans
Supercontig_3.4	252174	253135	962	+	XP_012048666.1	amine oxidase	CP003823.1	NC_026748.1	2.189868	0.07907087	1083	1.840451	Neoformans
Supercontig_3.4	287923	288871	949	-	XP_012048682.1	carnitine acetyltransferase	CP003823.1	NC_026748.1	5.985762	0.01637786	1083	1.840451	Neoformans
Supercontig_3.4	292256	293185	930	+	XP_012048683.1	hypothetical protein CNAG_05043	CP003823.1	NC_026748.1	2.436637	0.0232318	1083	1.840451	Neoformans
Supercontig_3.4	294811	295506	696	+	XP_012048685.1	hypothetical protein CNAG_05045	CP003823.1	NC_026748.1	5.796839	0.02430404	1083	1.840451	Neoformans
Supercontig_3.4	303089	303449	361	-	XP_012048474.1	insulysin	CP003823.1	NC_026748.1	2.52023	0.5161183	1083	1.840451	Neoformans
Supercontig_3.4	303877	304172	296	-	XP_012048475.1	hypothetical protein CNAG_05049	CP003823.1	NC_026748.1	2.52023	0.5161183	1083	1.840451	Neoformans
Supercontig_3.4	308594	309589	996	-	XP_012048870.1	hypothetical protein CNAG_07806	CP003823.1	NC_026748.1	2.149366	0.02354559	1083	1.840451	Neoformans
Supercontig_3.4	315006	315733	728	+	XP_012048688.1	DNA/RNA-binding protein KIN17	CP003823.1	NC_026748.1	2.121164	0.02004492	1084	1.840451	Neoformans
Supercontig_3.4	325839	326384	546	-	XP_012048479.1	hypothetical protein CNAG_05060	CP003823.1	NC_026748.1	13.24932	0.007446769	1084	1.840451	Neoformans
Supercontig_3.4	345833	346421	589	-	XP_012048696.1	GTP-binding protein ypt1	CP003823.1	NC_026748.1	2.207926	0.1018579	1083	1.840451	Neoformans
Supercontig_3.4	350755	351839	1085	-	XP_012048485.1	sulfite reductase (NADPH) hemoprotein, beta-component	CP003823.1	NC_026748.1	2.573801	0.01187649	1084	1.840451	Neoformans
Supercontig_3.4	351838	352921	1084	-	XP_012048485.1	sulfite reductase (NADPH) hemoprotein, beta-component	CP003823.1	NC_026748.1	2.103133	0.2126031	1083	1.840451	Neoformans
Supercontig_3.4	406003	406200	198	+	XP_012048707.1	hypothetical protein CNAG_05086	CP003823.1	NC_026748.1	4.670153	0.03142646	1083	1.840451	Neoformans
Supercontig_3.4	425680	426587	908	+	XP_012048714.1	YjeF family protein	CP003823.1	NC_026748.1	2.532067	0.07365405	1084	1.840451	Neoformans
Supercontig_3.4	439586	440670	1085	-	XP_012048502.1	DNA repair protein Rad5	CP003823.1	NC_026748.1	3.15357	0.03163578	1084	1.840451	Neoformans
Supercontig_3.4	482918	483663	746	-	XP_012048725.1	nicotinate phosphoribosyltransferase	CP003823.1	NC_026748.1	3.201981	0.5568472	1084	1.840451	Neoformans
Supercontig_3.4	483865	484002	138	+	XP_012048512.1	hypothetical protein CNAG_05121	CP003823.1	NC_026748.1	3.201981	0.5568472	1084	1.840451	Neoformans
Supercontig_3.4	505667	506168	502	+	XP_012048515.1	hypothetical protein CNAG_05130	CP003823.1	NC_026748.1	2.624979	0.02489861	1083	1.840451	Neoformans
Supercontig_3.4	506572	506750	179	+	XP_012048729.1	hypothetical protein CNAG_05131	CP003823.1	NC_026748.1	2.624979	0.02489861	1083	1.840451	Neoformans
Supercontig_3.4	509408	510000	593	+	XP_012048516.1	hypothetical protein CNAG_07815	CP003823.1	NC_026748.1	2.610943	0.05710135	1083	1.840451	Neoformans
Supercontig_3.4	511084	512168	1085	+	XP_012048516.1	hypothetical protein CNAG_07815	CP003823.1	NC_026748.1	3.483382	0.01702577	1084	1.840451	Neoformans
Supercontig_3.4	516500	517583	1084	-	XP_012048517.1	Ca2 -transporting ATPase	CP003823.1	NC_026748.1	2.097664	0.0742463	1083	1.840451	Neoformans
Supercontig_3.4	604248	605332	1085	+	XP_012048525.1	helicase SWR1	CP003823.1	NC_026748.1	2.889459	0.1233948	1084	1.840451	Neoformans
Supercontig_3.4	640192	641081	890	-	XP_012048762.1	DNA polymerase kappa subunit	CP003823.1	NC_026748.1	2.138157	0.1142107	1084	1.840451	Neoformans
Supercontig_3.4	656246	657329	1084	-	XP_012048534.1	hypothetical protein CNAG_05182	CP003823.1	NC_026748.1	2.935041	0.05340354	1083	1.840451	Neoformans
Supercontig_3.4	681162	682090	929	-	XP_012048773.1	hypothetical protein CNAG_05191	CP003823.1	NC_026748.1	2.326775	0.1254678	1083	1.840451	Neoformans
Supercontig_3.4	683091	683330	240	+	XP_012048538.1	hypothetical protein CNAG_05192	CP003823.1	NC_026748.1	2.900451	0.01039368	1084	1.840451	Neoformans
Supercontig_3.4	685495	686109	615	+	XP_012048774.1	endoplasmic reticulum-Golgi intermediate compartment protein 2	CP003823.1	NC_026748.1	6.940907	0.01726116	1083	1.840451	Neoformans
Supercontig_3.4	686196	686578	383	-	XP_012048775.1	lipoyl synthase, mitochondrial	CP003823.1	NC_026748.1	6.940907	0.01726116	1083	1.840451	Neoformans
Supercontig_3.4	686579	687663	1085	-	XP_012048775.1	lipoyl synthase, mitochondrial	CP003823.1	NC_026748.1	2.405034	0.007874191	1084	1.840451	Neoformans
Supercontig_3.4	693079	693689	611	+	XP_012048539.1	nuclear cap-binding protein subunit 2	CP003823.1	NC_026748.1	1.936751	0.004200624	1084	1.840451	Neoformans
Supercontig_3.4	693752	694163	412	-	XP_012048777.1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 8	CP003823.1	NC_026748.1	1.936751	0.004200624	1084	1.840451	Neoformans
Supercontig_3.4	750494	751316	823	-	XP_012048881.1	hypothetical protein CNAG_07819	CP003823.1	NC_026748.1	1.98201	0.08740655	1084	1.840451	Neoformans
Supercontig_3.4	798159	799242	1084	+	XP_012048792.1	hypothetical protein CNAG_05233	CP003823.1	NC_026748.1	3.671845	0.01616765	1083	1.840451	Neoformans
Supercontig_3.4	817658	818741	1084	-	XP_012048553.1	hypothetical protein CNAG_05242	CP003823.1	NC_026748.1	2.613501	0.01928994	1083	1.840451	Neoformans
Supercontig_3.4	829807	830546	740	-	XP_012048800.1	hypothetical protein CNAG_05245	CP003823.1	NC_026748.1	2.47485	0.01288695	1084	1.840451	Neoformans
Supercontig_3.4	851241	852324	1084	+	XP_012048558.1	hypothetical protein CNAG_05253	CP003823.1	NC_026748.1	1.841059	0.02108035	1083	1.840451	Neoformans
Supercontig_3.4	867347	867490	144	-	XP_012048561.1	hypothetical protein CNAG_05259	CP003823.1	NC_026748.1	3.318729	0.02789732	1083	1.840451	Neoformans
Supercontig_3.4	899989	900241	253	-	XP_012048821.1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase, variant	CP003823.1	NC_026748.1	4.978036	0.02002164	1083	1.840451	Neoformans
Supercontig_3.4	899989	900241	253	-	XP_012048566.1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	CP003823.1	NC_026748.1	4.978036	0.02002164	1083	1.840451	Neoformans
Supercontig_3.4	903865	904322	458	-	XP_012048568.1	hypothetical protein CNAG_07824	CP003823.1	NC_026748.1	8.937036	0.002952404	1083	1.840451	Neoformans
Supercontig_3.4	905406	906217	812	-	XP_012048568.1	hypothetical protein CNAG_07824	CP003823.1	NC_026748.1	11.8484	0.003068093	1083	1.840451	Neoformans
Supercontig_3.4	906489	906489	1	-	XP_012048882.1	hypothetical protein CNAG_07825	CP003823.1	NC_026748.1	11.8484	0.003068093	1083	1.840451	Neoformans
Supercontig_3.4	906489	907572	1084	-	XP_012048882.1	hypothetical protein CNAG_07825	CP003823.1	NC_026748.1	3.629968	0.3221498	1083	1.840451	Neoformans
Supercontig_3.4	928155	929238	1084	-	XP_012048826.1	phospholipid-translocating ATPase	CP003823.1	NC_026748.1	5.353504	0.01334549	1083	1.840451	Neoformans
Supercontig_3.4	929239	929967	729	-	XP_012048826.1	phospholipid-translocating ATPase	CP003823.1	NC_026748.1	1.916816	0.08963497	1084	1.840451	Neoformans
Supercontig_3.4	930227	930323	97	+	XP_012048574.1	solute carrier family 25 (mitochondrial carrier protein), member 16	CP003823.1	NC_026748.1	1.916816	0.08963497	1084	1.840451	Neoformans
Supercontig_3.4	935738	936641	904	+	XP_012048828.1	hypothetical protein CNAG_05285	CP003823.1	NC_026748.1	4.814688	0.005765414	1083	1.840451	Neoformans
Supercontig_3.4	936737	936821	85	-	XP_012048829.1	hypothetical protein CNAG_05286	CP003823.1	NC_026748.1	4.814688	0.005765414	1083	1.840451	Neoformans
Supercontig_3.4	966551	967154	604	-	XP_012048835.1	hypothetical protein CNAG_05295	CP003823.1	NC_026748.1	2.084096	0.3247403	1083	1.840451	Neoformans
Supercontig_3.4	967154	967696	543	-	XP_012048835.1	hypothetical protein CNAG_05295	CP003823.1	NC_026748.1	4.161436	0.0273286	1083	1.840451	Neoformans
Supercontig_3.4	967932	968237	306	+	XP_012048581.1	metallochaperone	CP003823.1	NC_026748.1	4.161436	0.0273286	1083	1.840451	Neoformans
Supercontig_3.4	970634	971487	854	-	XP_012048582.1	hypothetical protein CNAG_05297	CP003823.1	NC_026748.1	3.228878	0.457868	1083	1.840451	Neoformans
Supercontig_3.4	971487	971604	118	-	XP_012048582.1	hypothetical protein CNAG_05297	CP003823.1	NC_026748.1	2.413219	0.06945877	1083	1.840451	Neoformans
Supercontig_3.4	972192	972570	379	-	XP_012048583.1	hypothetical protein CNAG_05298	CP003823.1	NC_026748.1	2.413219	0.06945877	1083	1.840451	Neoformans
Supercontig_3.4	973654	974737	1084	-	XP_012048583.1	hypothetical protein CNAG_05298	CP003823.1	NC_026748.1	2.64039	0.0216656	1083	1.840451	Neoformans
Supercontig_3.4	989904	990988	1085	-	XP_012048837.1	isocitrate lyase	CP003823.1	NC_026748.1	2.373855	0.01816554	1084	1.840451	Neoformans
Supercontig_3.4	996498	997486	989	+	XP_012048840.1	hypothetical protein CNAG_05305	CP003823.1	NC_026748.1	5.765855	0.0082144	1083	1.840451	Neoformans
Supercontig_3.4	1005070	1005172	103	-	XP_012048590.1	beta-catenin-like protein 1	CP003823.1	NC_026748.1	1.986761	0.01675435	1083	1.840451	Neoformans
Supercontig_3.4	1005495	1006153	659	-	XP_012048842.1	beta-catenin-like protein 1, variant	CP003823.1	NC_026748.1	1.986761	0.01675435	1083	1.840451	Neoformans
Supercontig_3.4	1009403	1010119	717	-	XP_012048842.1	beta-catenin-like protein 1, variant	CP003823.1	NC_026748.1	3.456577	0.03009984	1083	1.840451	Neoformans
Supercontig_3.4	1025653	1026737	1085	+	XP_012048849.1	hypothetical protein, variant 4	CP003823.1	NC_026748.1	2.531904	0.7365404	1084	1.840451	Neoformans
Supercontig_3.4	1025653	1026737	1085	+	XP_012048846.1	hypothetical protein, variant 3	CP003823.1	NC_026748.1	2.531904	0.7365404	1084	1.840451	Neoformans
Supercontig_3.4	1025653	1026737	1085	+	XP_012048593.1	hypothetical protein CNAG_05313	CP003823.1	NC_026748.1	2.531904	0.7365404	1084	1.840451	Neoformans
Supercontig_3.4	1028903	1029862	960	-	XP_012048850.1	ADP-ribosylation factor GTPase-activating protein 2/3	CP003823.1	NC_026748.1	5.945318	0.0162901	1084	1.840451	Neoformans
Supercontig_3.4	1077651	1077801	151	+	XP_012048862.1	hypothetical protein CNAG_05331	CP003823.1	NC_026748.1	2.069753	0.003586578	1083	1.840451	Neoformans
Supercontig_3.4	1081984	1082936	953	+	XP_012048887.1	hypothetical protein CNAG_07834	CP003823.1	NC_026748.1	4.449993	0.002035109	1083	1.840451	Neoformans
Supercontig_3.4	1084051	1084152	102	-	XP_012048888.1	hypothetical protein CNAG_07835	CP003823.1	NC_026748.1	4.487558	0.01003614	1084	1.840451	Neoformans
Supercontig_3.5	4213	5012	800	-	XP_012049624.1	hypothetical protein CNAG_07396	CP003824.1	NC_026749.1	5.641777	0.0009389471	1816	1.9458896	Neoformans
Supercontig_3.5	7354	8614	1261	-	XP_012049615.1	alpha-ketoglutarate-dependent taurine dioxygenase	CP003824.1	NC_026749.1	2.881609	0.003881479	1816	1.9458896	Neoformans
Supercontig_3.5	9145	9170	26	+	XP_012049614.1	allantoate permease	CP003824.1	NC_026749.1	2.881609	0.003881479	1816	1.9458896	Neoformans
Supercontig_3.5	14554	14617	64	-	XP_012049612.1	5-oxoprolinase	CP003824.1	NC_026749.1	3.253372	0.0002271775	1816	1.9458896	Neoformans
Supercontig_3.5	14617	16433	1817	-	XP_012049612.1	5-oxoprolinase	CP003824.1	NC_026749.1	15.91024	0.0001843399	1816	1.9458896	Neoformans
Supercontig_3.5	16433	16504	72	-	XP_012049612.1	5-oxoprolinase	CP003824.1	NC_026749.1	16.6768	0.0002089339	1816	1.9458896	Neoformans
Supercontig_3.5	21439	21881	443	+	XP_012048896.1	hypothetical protein CNAG_06871	CP003824.1	NC_026749.1	4.297766	0.0003376647	1816	1.9458896	Neoformans
Supercontig_3.5	21881	23697	1817	+	XP_012048896.1	hypothetical protein CNAG_06871	CP003824.1	NC_026749.1	4.748979	0.0004442892	1816	1.9458896	Neoformans
Supercontig_3.5	23697	24277	581	+	XP_012048896.1	hypothetical protein CNAG_06871	CP003824.1	NC_026749.1	8.199809	0.0006893748	1816	1.9458896	Neoformans
Supercontig_3.5	24811	25513	703	-	XP_012049611.1	hypothetical protein CNAG_06870	CP003824.1	NC_026749.1	8.199809	0.0006893748	1816	1.9458896	Neoformans
Supercontig_3.5	25513	25964	452	-	XP_012049611.1	hypothetical protein CNAG_06870	CP003824.1	NC_026749.1	9.941094	0.001412793	1816	1.9458896	Neoformans
Supercontig_3.5	29145	29485	341	+	XP_012049609.1	HPP family protein, variant 1	CP003824.1	NC_026749.1	11.84784	0.001224852	1816	1.9458896	Neoformans
Supercontig_3.5	29145	29485	341	+	XP_012049610.1	HPP family protein, variant 2	CP003824.1	NC_026749.1	11.84784	0.001224852	1816	1.9458896	Neoformans
Supercontig_3.5	29145	29485	341	+	XP_012048897.1	HPP family protein	CP003824.1	NC_026749.1	11.84784	0.001224852	1816	1.9458896	Neoformans
Supercontig_3.5	30264	30961	698	-	XP_012048898.1	phosphopyruvate hydratase	CP003824.1	NC_026749.1	11.84784	0.001224852	1816	1.9458896	Neoformans
Supercontig_3.5	30961	31595	635	-	XP_012048898.1	phosphopyruvate hydratase	CP003824.1	NC_026749.1	17.76786	0.0006225803	1816	1.9458896	Neoformans
Supercontig_3.5	32966	34591	1626	+	XP_012049608.1	hypothetical protein CNAG_06867	CP003824.1	NC_026749.1	11.03116	0.000451882	1815	1.9458896	Neoformans
Supercontig_3.5	34592	35070	479	+	XP_012049608.1	hypothetical protein CNAG_06867	CP003824.1	NC_026749.1	2.351859	0.001989423	1816	1.9458896	Neoformans
Supercontig_3.5	35637	35969	333	+	XP_012049607.1	hypothetical protein CNAG_06866	CP003824.1	NC_026749.1	2.351859	0.001989423	1816	1.9458896	Neoformans
